Tweet,TwitterHandle,UserLocation,DateCreated,NumberofRetweets
"@Oj_Steph370 @9ja_canadian First its =. His not is.

And second = in IG in is ?? Nigga seriously easy with the IN 😂… https://t.co/zaTIMpXTqd",M14Mzz,Surulere,2017-12-13 11:30:43,0
This broken sleep isn’t replenishing my brain enough😣,lilicheese,coachella,2017-12-13 11:30:45,0
"RT @cindyrelish: So many victims.. so little memory. His brain is all smooshy. He remembers, nonetheless. His convenient “forgotabou… ",mom49of3,,2017-12-13 11:30:45,0
"RT @itzwikipedia: Smiling, even in a bad mood, can immediately improve your mood because these muscles are enough to trigger happy chemical…",MegeniseL,"Manila, Philippines",2017-12-13 11:30:45,0
Money Brain: Bitcoin is still a good bet as long as greater fools are buying https://t.co/8wpUHjKffj https://t.co/vRSrXPz7CU,nikl_app,"London,",2017-12-13 11:30:46,0
"I mean, with a political brain like this, the GOP is sure to win every race now! https://t.co/YISryAgKsd",jpodhoretz,,2017-12-13 11:30:46,0
"@unIDedTypingObj I am not sure I want a headset that zaps my brain, I'm pretty sure I've seen science fiction movie… https://t.co/IQMOHbPADa",orinoxide,"Vallis Tamesis, Sol b",2017-12-13 11:30:46,0
Your brain is more MALE! https://t.co/VMUCiKQfgd via @Magiquiz,jendra_aji,Indonesia,2017-12-13 11:30:47,0
"[Hiring] 🔵 **Python Developer** (Data Science team) - Berlin, Germany, ONSITE https://t.co/o9iTxCpfAA #BigData 

Th… https://t.co/q6ISQDKbQU",programmingncr,"Gurgaon, Haryana, India",2017-12-13 11:30:47,0
"RT @BIowingUpMinds: After you die, it is believed that you have 7 minutes of brain activity left inside you, and in the 7 minutes you e… ",LonDawggg,The QC ✈️ Duh P,2017-12-13 11:30:47,0
"RT @BIowingUpMinds: After you die, it is believed that you have 7 minutes of brain activity left inside you, and in the 7 minutes you e… ",ejlouis_27,"Mililani Town, HI",2017-12-13 11:30:47,0
RT @NoHoesGeorge: when your last two brain cells meet https://t.co/w1OR29wT24,admyani,Singapore,2017-12-13 11:30:47,0
"Good advice for all #traders #daytraders 

good sleep = good trading results 

The brain is our greatest asset as a… https://t.co/mngJbPMcto",Trader_Aadil,"Manchester, England",2017-12-13 11:30:48,0
@runroblarun @LiamSymington @Mo_Farah @Daley_thompson @UKRunChat @runnersworlduk @MoDoorbell Oh lord. You're clearl… https://t.co/CLzlXcN6qm,Ted10424799,Ireland,2017-12-13 11:30:48,0
"RT @Lmao: Exam: Name ____________
My brain: https://t.co/IsdA89L3rA",livinhaarangel,,2017-12-13 11:30:48,0
Man that looks like joint of ham also has brain of joint of ham https://t.co/64GY9D5bKU,_ceetop,london,2017-12-13 11:30:48,0
o_O No wonder that guy looks so exhausted given all the brain yoga he does all day to justify his delusions https://t.co/JLtlLuft6t,HomoCarnula,somewhere... out there...,2017-12-13 11:30:49,0
RT @hellhorror: RT @IndieAuthorNews: New Indie Book Release: Brain Damage (by J A St Thomas @jas0603) &gt; https://t.co/8p2PzsTA2f &lt; 5… ,isaacrthorne,"Franklin, TN",2017-12-13 11:30:49,0
"RT @Super_Shamae: my heart says ""let's give it a try"" but my brain says ""don't repeat the same mistake twice"". I'm sorry I have to fo… ",anadorablepanda,waiting for my spaceship,2017-12-13 11:30:50,0
Money Brain: Enjoy bitcoin while you can https://t.co/kKmydMF76V https://t.co/QYpQ8B6Z7r,nikl_app,"London,",2017-12-13 11:30:49,0
RT @AlMonitor: What can the #TurkishArmedForces do to halt its brain drain? @Metin4020 https://t.co/rSknU9tfrN,barinkayaoglu,Slêmanî / السليمانية,2017-12-13 11:30:51,0
Fuck this image is just one big Monty Python reference https://t.co/OCTEPZkfgf,Fairy_God_Dildo,Asougi's suspenders,2017-12-13 11:30:51,0
RT @INDIEWASHERE: i WiLL LITERALLY GET ANXIETY BC OF IMAGINARY SCENARIOS I MADE UP IN MY HEAD THAT WON'T HAPPEN AND THEN GET ANXIETY… ,vpsidedownfinn,,2017-12-13 11:30:53,0
I try to brain somehow i cant. Sorry,damiamillatina,Down to Earth ,2017-12-13 11:30:53,0
RT @engrossingfacts: Music can repair brain damage and returns lost memories.,Onaa_J_John,Past Oz and Near Narnia ,2017-12-13 11:30:53,0
"RT @itzwikipedia: Smiling, even in a bad mood, can immediately improve your mood because these muscles are enough to trigger happy chemical…",Oviyaravv,"Tamil Nadu, ",2017-12-13 11:30:54,0
"RT @Iilfox: me: I should clean my room

my brain: u should die

me: touché",21sadbitch,at this private location ,2017-12-13 11:30:56,0
How to Clean Text for Machine Learning with Python https://t.co/Afsjo0p75t,RLEDUTech1,,2017-12-13 11:30:56,0
More NEWS from https://t.co/4mZhIcEIhQ Money Brain: Bitcoin is still a good bet as long as greater fools are buying… https://t.co/SbxLUO4txn,sureensys,,2017-12-13 11:30:59,0
More NEWS from https://t.co/4mZhIcEIhQ Money Brain: Enjoy bitcoin while you can - Stocks have true investment value… https://t.co/KMlgmNUzRS,sureensys,,2017-12-13 11:30:59,0
"RT @Newbattleatwar: @kevverage A quite staggering degree of ignorance and lack of intelligence. Mouth to brain ""Hello...hello...is ther… ",HughDan1956,,2017-12-13 11:30:59,0
"@msalsberg @LiberalChick @JesseCallsPoker people dont realize , these anti depressent/anxiety meds turn your brain… https://t.co/bMyx3jPvic",JakeLipton22,,2017-12-13 11:31:00,0
mycbond 1.0.0: cbond https://t.co/NcoIXFumIo,pypi_updates2,,2017-12-13 11:31:01,0
rosdistro 0.6.3: A tool to work with rosdistro files https://t.co/cYie4tkATB,pypi_updates2,,2017-12-13 11:31:01,0
RT @joeunhana: Sexual harassment is a serious matter. You don't have a say of what's wrong or right unless you're involved. And yo… ,AnisHazieqah,,2017-12-13 11:31:02,0
"RT @BIowingUpMinds: After you die, it is believed that you have 7 minutes of brain activity left inside you, and in the 7 minutes you e… ",Skylarjayy16,"Houston, TX",2017-12-13 11:31:02,0
RT @StayYoungMedia: Do you have Road Rage? You may have a parasite in your brain! https://t.co/4h2Iak9QFH #RoadRage #Brain #Health #Parasite,cemebritygoss09,"Springfield, Massachusetts",2017-12-13 11:31:05,0
"You know how many people are murdered by abortion every year?

Maybe one of them was the person who would have been… https://t.co/6yqEpbKeP5",aeilflaed,Earth,2017-12-13 11:31:05,0
Big Blue i - Hooded Fang - Scrape It Off the Bottom of Your Brain. https://t.co/gplMv0n8Vu #music  #wholesome,wholesomeradio,Chicago,2017-12-13 11:31:05,0
"RT @itzwikipedia: Smiling, even in a bad mood, can immediately improve your mood because these muscles are enough to trigger happy chemical…",_sablove_,,2017-12-13 11:31:01,0
RT @BoxingKingdom14: Keep Erik Skoglund in your thoughts and prayers. Over the coming days Doctors will awake him from his coma. Sanna N… ,Gerita956,,2017-12-13 11:31:07,0
"RT @BIowingUpMinds: After you die, it is believed that you have 7 minutes of brain activity left inside you, and in the 7 minutes you e… ",DirtyBranch,,2017-12-13 11:31:09,0
RT @Raine4ver: My brain hurts https://t.co/vT2rd0TkiY,Bandit6006,"Covington, Virginia ",2017-12-13 11:31:09,0
RT @SoDamnTrue: i WiLL LITERALLY GET ANXIETY BC OF IMAGINARY SCENARIOS I MADE UP IN MY HEAD THAT WON'T HAPPEN AND THEN GET ANXIETY… ,shaaniika,"Stockholm, Sweden",2017-12-13 11:31:09,0
"@tjgjchm @ChrisRBarron @DonaldJTrumpJr @CNN Even if allegations true (big if), there is a difference between making… https://t.co/0sdq4qG077",DavidKrancer,"Kemmerer, WY",2017-12-13 11:31:10,0
@nate_bukaty Royals infielders are willing to be a little reckless with throws trying to make big plays trusting Ho… https://t.co/UYjASrZYj5,Boring_Orgy,United States,2017-12-13 11:31:12,0
"RT @ugsadkid: me: i'm really anxious about this thing :(

my brain: hey don't be, if it doesn't work out you can always die :)

me: i... th…",flipdar,,2017-12-13 11:31:12,0
RT @Raine4ver: My brain hurts https://t.co/vT2rd0TkiY,calder_elee,Wonderer 👣,2017-12-13 11:31:12,0
@JamMASTA__J Hahahahahaha one of the most perfect moments. I think his brain actually stopped functioning,Jwad1894,C-Port and Athens,2017-12-13 11:31:12,0
RT @laughingbirlem: My name is Bella Thorne💁💕 and this👌 is the story 🙇‍♀️📝📕of the time I found out I had dyslexia👀🤓🚫. I remember🤔🙄🕑 whe… ,AVERYSBEECH,the zoo| sofa bilem,2017-12-13 11:31:13,0
RT @engrossingfacts: Music can repair brain damage and returns lost memories.,zlopez00,,2017-12-13 11:31:13,0
RT @faa1004: Tbh #BAP_HANDSUP stuck in my head faster than last cbs. Its either my brain improved or ofcourse BAP themselves 😂😂,bapforeverasone,Singapore,2017-12-13 11:31:13,0
RT @RiRisBFF: Yea i know im not dead cuz this dream weak as hell. https://t.co/eDSYuojOjr,Rozay_CASTILLO,$outh Macon $$$$,2017-12-13 11:31:14,0
"RT @sadgirlkms: me: wow i sure am hungry but idk what to eat

brain: just fuckin eat nothing 

me: understandable have a good day",Sucrencia,Florida.,2017-12-13 11:31:15,0
RT @tinyvocaIist: my last brain cell everytime i pick up a book and say i’m gonna study https://t.co/zY7LJeqJax,minisugas,toronto my dude,2017-12-13 11:31:15,0
@jetairways Hi. After one year of trying to log into my jet privilege account and dealing with your brain dead cust… https://t.co/wedU18rbZY,Onehappygoat,,2017-12-13 11:31:16,0
RT @laughingbirlem: letters like b and d and m and w 😭😩🔤. Dyslexia 👀🚫is different 👌for everyone who has it. For me 🙋it makes it harder😩… ,AVERYSBEECH,the zoo| sofa bilem,2017-12-13 11:31:17,0
haha why is my brain such a cunt,jeretothemy,the nearest bin,2017-12-13 11:31:17,0
"brain: I’m bored 
me: I’m hungry",elishaxcarr,United Kingdom,2017-12-13 11:31:19,0
"Pandas Data Science for Beginners
☞ https://t.co/lNmQjIhkAu
#node #nodejs #python
H1P76Zu0W https://t.co/OeuWCgKJQZ",nodejs_python,United States,2017-12-13 11:31:20,0
"Small brain: Henry Jekyll

Glowing huge brain: ENJOYING EDWARD HYDE'S EXPLOITS",hyde_ebooks,Parkouring in London,2017-12-13 11:31:20,0
GitHub - gmemstr/Platypus: Large-scale server monitoring application written in Python - https://t.co/NIJw2p7AZh 🖥 📣,JoshuaKhan_007,"England, United Kingdom",2017-12-13 11:31:21,0
Rumor NYCACC murders dogs and cats then sells the meat. Better than pork I guess. https://t.co/0xs4qaRJfY,PVindex,,2017-12-13 11:31:21,0
@muwo because that's how our brain functions. people have that cognitive flexibility. you can do wrong and think yo… https://t.co/wdDa3QsRws,arriannariff,"Kuching, Sarawak",2017-12-13 11:31:23,0
Great Inaugural lectures translational neuroscience Profs Schiavo &amp; Morris- UCL Institute of Neurology Queen Square https://t.co/QPvAYgdIkv,MikeHanna18,London ,2017-12-13 11:31:23,0
"Geez, Yuu. Really? Do you have any brain cells rattling around in your head at all?",mikahyakuyabot,,2017-12-13 11:31:24,0
RT @NoHoesGeorge: when your last two brain cells meet https://t.co/w1OR29wT24,ivann81_,,2017-12-13 11:31:24,0
RT @engrossingfacts: Music can repair brain damage and returns lost memories.,florenceusun8,"Kuala Lumpur, Wilayah Persekut",2017-12-13 11:31:27,0
"NO! we dont trudeau we al stnd against islam and what it stands for,islam was and is someones brain fart",thunder171001,,2017-12-13 11:31:27,0
"RT @BIowingUpMinds: After you die, it is believed that you have 7 minutes of brain activity left inside you, and in the 7 minutes you e… ",shaybearz,,2017-12-13 11:31:28,0
@mellinger Royals infielders are willing to be a little reckless with throws trying to make big plays trusting Hosm… https://t.co/SYHeJalvvn,Boring_Orgy,United States,2017-12-13 11:31:28,0
I remember the part when patrick jump from higher place n lost his brain but he found other brain that very smart https://t.co/PaNJWQ0Qb4,SyafiraAfiza,"Pasir Puteh, Kelantan",2017-12-13 11:31:29,0
@BreeDaniels1 @AlisonReyxxx Wtf did he censor?!?! My fuckin brain aint connecting shit together!,DerrickWren20,,2017-12-13 11:31:29,0
"@realDonaldTrump LMAO. The ""prophet"" #idiotinchief would have us believe he has a functioning brain AND the ability… https://t.co/osMbJsIUHM",stefsealy,Your Mom's House ☠,2017-12-13 11:31:30,0
ALL MY BRAIN CELLS ARE DEAD PUSH ME TO THE EDGE,FritzYarra,Kidaps 🌄 Wabad 🌇,2017-12-13 11:31:31,0
"RT @pronemortalform: friend: hey u aight

me: yeah

my brain: https://t.co/6ddGfTXbAY",cuntyasap,,2017-12-13 11:31:33,0
"RT @OpTic_Scumper: Ardennes Forest SnD loads up

My brain: https://t.co/lmgs5wQDJd",xiShaKuuZ,"Saarland, Deutschland",2017-12-13 11:31:34,0
Boost your brain power with Quizflix – one of the best #Trivia #questions &amp; quiz #game apps exceptionally designed… https://t.co/pXFjDJVcw9,Quizflix1,United Kingdom,2017-12-13 11:31:36,0
@realDonaldTrump whole primary election is run in a way that is designed to not pick the right winner. so why is an… https://t.co/cHonuWRK7w,sresh04_surinam,,2017-12-13 11:31:36,0
RT @JameelHassan_: Lacrosse is a sport that we need to get more young black boys in.... same skill set as football WAY more scholarshi… ,ThatGurlDQ,,2017-12-13 11:31:36,0
"flaws #6

too young
to have alzimers
such a bang
where brain flactuates
lets initiate
how forgetful you are
scared a lot
hope you would not.",tadpolesss,Outerspace,2017-12-13 11:31:37,0
RT @NoHoesGeorge: when your last two brain cells meet https://t.co/w1OR29wT24,willboy711,Britney❤️️,2017-12-13 11:31:39,0
@ellaf22 @pennygotch Bobby the brain made that rumble. His commentary was brilliant. And the post match interview w… https://t.co/75i9VJ6jAI,4D_79,"Newcastle-under-Lyme, England",2017-12-13 11:31:39,0
"The US is laughing mightily (at you),@realDonaldTrump. You lost TWICE in Alabama. Let that sink in bigly brain with… https://t.co/770wz5wEtz",UndergroundSch2,"L.A., NYC, Providence, Paris",2017-12-13 11:31:40,0
RT @zachht1: My last three brain cells on their way to ace my finals for me https://t.co/1w7LPU1AyF,julianajordan_,,2017-12-13 11:31:40,0
"RT @BBCBreaking: Scientists hail a breakthrough treatment for Huntington's, one of the most devastating brain diseases https://t.co/jGwF14I…",CM_Senate,"North West, England",2017-12-13 11:31:41,0
"Python for Data Science and Machine Learning Bootcamp
☞ https://t.co/0LSodnM14L
#graphic #design https://t.co/4m25wQYlew",Design_Gra,United States,2017-12-13 11:31:42,0
"RT @michagaebler: 2 more weeks to submit abstracts &amp; apply for 3-month ""MBB Young Scientist"" residency: 6th #MindBrainBody Symposium… ",neuroconscience,"London, England",2017-12-13 11:31:42,0
@BrigadierSlog He's like Bernie Sanders after the primaries at this point. Still swinging like the limbless monty p… https://t.co/KfSq2nmVbV,DebGroarke,Sydney,2017-12-13 11:31:44,0
Your brain may need a break...here's a fun walk down memory lane...except for House of Cards elegy and possibly Bar… https://t.co/NZSM4wdFKW,ThomONeil1,"Little Peace of Paradise, PA",2017-12-13 11:31:45,0
"I'm a Libertarian you brain dead dindu
I'm really not very right wing https://t.co/2YJ0pajiwh",CaptioKnight,"California, USA",2017-12-13 11:31:46,0
RT @NoHoesGeorge: when your last two brain cells meet https://t.co/w1OR29wT24,essenceslays,jersey,2017-12-13 11:31:48,0
"RT @sadgirlkms: me: wow i sure am hungry but idk what to eat

brain: just fuckin eat nothing 

me: understandable have a good day",blaenahvon,Cardiff / Portsmouth,2017-12-13 11:31:48,0
@meeeggggss Oh soooo instead of cramming now...you’re better off going in at like 9 and looking over notes so that… https://t.co/0E52LGsyKR,ItsAlwaysAJ,"Colorado Springs, CO",2017-12-13 11:31:50,0
my brain is pounding hahahahha,yanakalaw,http://yanakalaw.blogspot.com,2017-12-13 11:31:50,0
"Old and new brain emojis, for those whose phones don't render it yet! https://t.co/1oA9EepJYQ",o_guest,"London, England",2017-12-13 11:31:50,0
"RT @BIowingUpMinds: After you die, it is believed that you have 7 minutes of brain activity left inside you, and in the 7 minutes you e… ",cuteywuttyme12,My own head ,2017-12-13 11:31:51,0
RT @hellhorror: RT @IndieAuthorNews: New Indie Book Release: Brain Damage (by J A St Thomas @jas0603) &gt; https://t.co/8p2PzsTA2f &lt; 5… ,Vicky74975228,,2017-12-13 11:31:51,0
@bigdavo83 Surely you don't need to be on twitter to be assaulted by every brain fart he barely manages to type?,06eleven,Melbourne,2017-12-13 11:31:51,0
"RT @jpodhoretz: I mean, with a political brain like this, the GOP is sure to win every race now! https://t.co/YISryAgKsd",KueblerSusan,United States,2017-12-13 11:31:52,0
"RT @lo_chifung: Sleep disorder #F1 #MercedesAMGF1 #Neuroscience
#StevenLockley,#SleepandCircadianDisorders… ",lo_chifung,Currently: The Netherlands,2017-12-13 11:31:52,0
RT @SoDamnTrue: i WiLL LITERALLY GET ANXIETY BC OF IMAGINARY SCENARIOS I MADE UP IN MY HEAD THAT WON'T HAPPEN AND THEN GET ANXIETY… ,emro_99,"Sheffield, England",2017-12-13 11:31:53,0
RT @tbhHamadi: My brain these days...📉📚 https://t.co/N09TcFx9p6,tbhHamadi,م.,2017-12-13 11:31:53,0
RT @spimescape: cc: @womenwhogolndn - I met @bketelsen at the Go workshop this fall and it was awesome! If you're looking for a Go… ,blakedotfr,Qom,2017-12-13 11:31:54,0
"RT @BIowingUpMinds: After you die, it is believed that you have 7 minutes of brain activity left inside you, and in the 7 minutes you e… ",yetts_,playing the game of faces.,2017-12-13 11:31:54,0
these my best hours to brain storm,deyisakiller_,w/MoneyBoo,2017-12-13 11:31:55,0
RT @Nadyaad_: i hate when my brain just decides to keep me up,steph_potkovac,,2017-12-13 11:31:55,0
"RT @ugsadkid: me: i'm really anxious about this thing :(

my brain: hey don't be, if it doesn't work out you can always die :)

me: i... th…",angiexotwod,,2017-12-13 11:31:56,0
"@tjgjchm @ChrisRBarron @DonaldJTrumpJr @CNN Even if allegations true (big if), there is a difference between making… https://t.co/y6kC9tSWPA",DavidKrancer,"Kemmerer, WY",2017-12-13 11:31:56,0
"@SpaceDabber ((It's okay! Of course, tired me's brain went straight to the gutter before coming back with souvenirs. But I'm comfy~))",xShiroSpaceDad,,2017-12-13 11:31:57,0
"We are giving away an iPad 😮 .. but we want to pick your brain 🧠 
Simply fill out our short customer experience sur… https://t.co/eP39HFWV3V",DMRSeals,"Sheffield, England",2017-12-13 11:31:58,0
"RT @itzwikipedia: Smiling, even in a bad mood, can immediately improve your mood because these muscles are enough to trigger happy chemical…",2ez4von,"Balanga City , Bataan",2017-12-13 11:32:00,0
"RT @itzwikipedia: Smiling, even in a bad mood, can immediately improve your mood because these muscles are enough to trigger happy chemical…",juliesgirlz,"Los Angeles, CA",2017-12-13 11:32:00,0
"RT @jpodhoretz: I mean, with a political brain like this, the GOP is sure to win every race now! https://t.co/YISryAgKsd",Benhartman,"Tel-Aviv, Israel - Austin, TX",2017-12-13 11:32:01,0
"RT @jpodhoretz: I mean, with a political brain like this, the GOP is sure to win every race now! https://t.co/YISryAgKsd",johnmbennett,"ÜT: 47.597083,-52.71019",2017-12-13 11:32:02,0
"RT @BIowingUpMinds: After you die, it is believed that you have 7 minutes of brain activity left inside you, and in the 7 minutes you e… ",ImaniMami23,,2017-12-13 11:32:02,0
RT @zooba: Welcome @ericsnowcrntly to #Microsoft! Let's go make the #python developer experience on all OSs better for everyone!,boblinuxz,France,2017-12-13 11:32:01,0
RT @stpiindia: Humanoid Robot Sophia Crowdfunds A.I. Global Brain to Make Her Smarter |  https://t.co/5lBWdFWy14,shruthi_STPIB,,2017-12-13 11:32:05,0
RT @WhitneyCummings: This is important shit you guys. https://t.co/jvd5FXY7DH,shaneeegeee,,2017-12-13 11:32:05,0
"RT @BIowingUpMinds: After you die, it is believed that you have 7 minutes of brain activity left inside you, and in the 7 minutes you e… ",raemaarie,eric foreman’s basement ,2017-12-13 11:32:08,0
"RT @BIowingUpMinds: After you die, it is believed that you have 7 minutes of brain activity left inside you, and in the 7 minutes you e… ",ChoChasin,,2017-12-13 11:32:08,0
"REST APIs with Flask and Python
☞ https://t.co/L8qjDtn5jt
#python #django #flask
SkBllTo-G https://t.co/lBVNDBxY7W",Learn_Python_2z,United States,2017-12-13 11:32:09,0
"Mastering Python - Second Edition
☞ https://t.co/Aq4saafg6K

#python https://t.co/v3jAOjgKer",Pythons_me,United States,2017-12-13 11:32:09,0
RT @zooba: Welcome @ericsnowcrntly to #Microsoft! Let's go make the #python developer experience on all OSs better for everyone!,boblinuxz,France,2017-12-13 11:32:01,0
"RT @BIowingUpMinds: After you die, it is believed that you have 7 minutes of brain activity left inside you, and in the 7 minutes you e… ",urbanclassash,,2017-12-13 11:32:09,0
"RT @itzwikipedia: Smiling, even in a bad mood, can immediately improve your mood because these muscles are enough to trigger happy chemical…",paakowh,"Texas, USA",2017-12-13 11:32:11,0
"RT @BIowingUpMinds: After you die, it is believed that you have 7 minutes of brain activity left inside you, and in the 7 minutes you e… ",ThatGurlDQ,,2017-12-13 11:32:12,0
"RT @tuanight: me: i have so much things to do 
my brain, the whole day: https://t.co/Tt99F9VaO7",ultvocalists,,2017-12-13 11:32:13,0
"RT @Hardywolf359: It’s too early for this sort of crap...
My brain hurts! https://t.co/kXiFkrJHA9",MSR_Future,Earth,2017-12-13 11:32:15,0
RT @atomicflush: John Mulaney was so fucking funny and cute and I love him so much I want him to be my boyfriend or my best friend o… ,brittanyaline,wmass,2017-12-13 11:32:16,0
"RT @OpTic_Scumper: Ardennes Forest SnD loads up

My brain: https://t.co/lmgs5wQDJd",_ryanwilkes_,"Leicester, England",2017-12-13 11:32:16,0
"RT @jpodhoretz: I mean, with a political brain like this, the GOP is sure to win every race now! https://t.co/YISryAgKsd",konrad_jeff,,2017-12-13 11:32:16,0
"RT @BIowingUpMinds: After you die, it is believed that you have 7 minutes of brain activity left inside you, and in the 7 minutes you e… ",Ayejaayyy,The creases ,2017-12-13 11:32:16,0
Oh. It’s nice to see that Chris allows consultancy companies on their courses unlike other training orgs. https://t.co/h7etBw5DTu,RMGirlUK,,2017-12-13 11:32:16,0
The reason why I prefer #Golang over #Python and #Nodejs https://t.co/Wdl0E2X1Do,neoyogi9,Earth,2017-12-13 11:32:18,0
"One Direction never bottom,’cause they top everywhere.

- 3 seconds in Greta’s brain",LarryingLarry,RBB residence,2017-12-13 11:32:18,0
"""my brain couldn't resist
wanderlust and before
i knew it, i was already
thinking of you.""",krstngonzales,Region of the summer stars,2017-12-13 11:32:19,0
"@Realjmannarino @realDonaldTrump Here I am thinking Trump being delusional is the issue, when it his cult members t… https://t.co/XkPixyE8gi",user14201,Canada,2017-12-13 11:32:19,0
"RT @ToyCarsNJ: Hello world, today we're incredibly excited to premier a new song, ""Cold"" from our upcoming debut LP, ""Paint Brain""… ",jamesbauman27,"New Jersey, USA",2017-12-13 11:32:19,0
RT @H_Eisenbarth: Structural brain differences in girls versus boys with callous-unemotional traits: https://t.co/siMi2cPUpl,NuriaMackes,"London, England",2017-12-13 11:32:19,0
"@erdgeist ok, so the script does the following: 1. fetch cert from server, 2. send various bad CKEs. your change ma… https://t.co/9WMJVM3uxG",hanno,,2017-12-13 11:32:21,0
"I JUST WANTED TO DO A NICE UPBEAT PIECE. My brain? ""Oh, hey, what do these genres say about society's views on asexuality?""",lynnoconnacht,wilds of continental Europe,2017-12-13 11:32:21,0
"RT @BIowingUpMinds: After you die, it is believed that you have 7 minutes of brain activity left inside you, and in the 7 minutes you e… ",Ifeatu_x,nigeria,2017-12-13 11:32:22,0
@hollymatthews @ITVLorraine @goodgrieftrust @griefencounter @JeffBrazier @BrainTumourOrg 4th xmas without our beaut… https://t.co/QikjpnQVbI,daviespickles,bradaford yorkshire,2017-12-13 11:32:22,0
"RT @kurteichenwald: ...and the brain drain begins. Top American scientists from Harvard, Princeton etc. receiving research grants by ag… ",pharmalady,,2017-12-13 11:32:23,0
RT @duchessgoldblat: Most headaches are caused by characters congregating on the brain. Doctors will drill an exit and let them slip away.…,Spirittribevibe,One World,2017-12-13 11:32:25,0
Put Your Brain into the Blockchain ... #Bitcoin https://t.co/BAc28xQa0o,stone22stone,"Ile-de-France, France",2017-12-13 11:32:25,0
RT @TheHackersNews: ROBOT Attack: 19-Year-Old Bleichenbacher's Padding Oracle Attack Reintroduced Against RSA Encryption Used By SSL Se… ,NurYanaQaisara,IIUM,2017-12-13 11:32:26,0
@JohnGPeet @nick_gutteridge @apatersonlondon We need Hammond in P2/P3 even more. At least he has half a brain.,atthe404,At home,2017-12-13 11:32:26,0
"When ignored by someone whose attention means the most to you, the reaction in the brain is similar to physical pain.",PsychologyTwts,,2017-12-13 11:32:26,0
"RT @itzwikipedia: Smiling, even in a bad mood, can immediately improve your mood because these muscles are enough to trigger happy chemical…",reynxxxi,Neverland,2017-12-13 11:32:27,0
RT @NoHoesGeorge: when your last two brain cells meet https://t.co/w1OR29wT24,tinygrinch,"kpop, stranger things, it",2017-12-13 11:32:28,0
omg yessss! lacrosse is the most slept on sport ever!! &amp; its actually the best sport! https://t.co/ldoAaiOYl7,aayino,somewhere taking pictures.                               ,2017-12-13 11:32:28,0
"RT @NewWorldHominin: ""The film presents evidence that most children with gender dysphoria eventually overcome the feelings without trans… ",C7RKY,UK,2017-12-13 11:32:32,0
RT @GeorgiaDirtRoad: This was not Steve Bannon’s fault. This was the GOP Establishment’s fault who is hell bent on destroying their own… ,NaNa20931548,,2017-12-13 11:32:33,0
RT @faa1004: Tbh #BAP_HANDSUP stuck in my head faster than last cbs. Its either my brain improved or ofcourse BAP themselves 😂😂,xholdbaby,Mato Planet ,2017-12-13 11:32:33,0
"RT @activist360: Roy Moore's spokesman is the epitome of the kind of bigoted, brain-dead imbeciles who inhabit today's Trump GOP. Th… ",SunnyTAZ,,2017-12-13 11:32:34,0
RT @DeathOfficial: DEATH shirts look good on stage! \m/ERIC #LetTheMetalFlow https://t.co/nJIuF281Fn,felipeh69428678,"Curitiba, Brasil",2017-12-13 11:32:36,0
"Brain: ""ok Jace, tonight's the night, let's do this. Don't go to bed at 4am""

*4am*

Brain: ""...dumbass""",thejacegoodwin,Utah State University,2017-12-13 11:32:36,0
RT @sun4dinocat: Hot dang brain..i got an idea already for banner designs for the upcoming elyxion..ahh hope u guys will like it ㅋㅋㅋ… ,ohsehorn,OT9 + 1 + 1 + 1 = EXO ♡,2017-12-13 11:32:39,0
"RT @MozzyThaMotive: Sucka brain dead, bitch that count",anthonyhunt11,,2017-12-13 11:32:39,0
@matt_inwood @foodurchin Weekly event in my childhood too. Acrid stink forever imprinted in brain. Only use stainless steel!,renatabnichol,,2017-12-13 11:32:40,0
RT @tinyvocaIist: my last brain cell everytime i pick up a book and say i’m gonna study https://t.co/zY7LJeqJax,MuNajihah_,,2017-12-13 11:32:40,0
"RT @ColdmanHot: STEM MAJOR: Everything that we know and love is reducible to the absurd acts of chemical, and there is therefore no… ",_Shehan_,SW-0577-1783-7984,2017-12-13 11:32:42,0
"RT @BIowingUpMinds: After you die, it is believed that you have 7 minutes of brain activity left inside you, and in the 7 minutes you e… ",eIIiest,UPRB,2017-12-13 11:32:42,0
RT @engrossingfacts: Music can repair brain damage and returns lost memories.,jacobmerilo,"Los Angeles, CA",2017-12-13 11:32:43,0
RT @StayYoungMedia: Do you have Road Rage? You may have a parasite in your brain! https://t.co/4h2Iak9QFH #RoadRage #Brain #Health #Parasite,mseanwivs,North Carolina,2017-12-13 11:32:43,0
@LeppardLove21 @moonkings_fanpg Ok my old Brain hurts now🤔☹️😊,Carolin94145198,Nashville￼,2017-12-13 11:32:44,0
RT @JameelHassan_: Lacrosse is a sport that we need to get more young black boys in.... same skill set as football WAY more scholarshi… ,SheOnMyCloud9,Chicago,2017-12-13 11:32:45,0
RT @engrossingfacts: Music can repair brain damage and returns lost memories.,UmmuSabrina,Shah Alam,2017-12-13 11:32:45,0
My brain stays on go 😂,_cryssk,,2017-12-13 11:32:46,0
"The brain can be easy to buy, but the heart never comes to market. - James Russell Lowell
#ALDUBJustBeHappy",radoc_jeana,,2017-12-13 11:32:47,0
@iamrayraylenee MY BRAIN IS READY 4 MUSIC 1,Originaldelan,,2017-12-13 11:32:49,0
